IND_CODE,11-0000,13-0000,15-0000,17-0000,19-0000,21-0000,23-0000,25-0000,27-0000,29-0000,31-0000,33-0000,35-0000,37-0000,39-0000,41-0000,43-0000,45-0000,47-0000,49-0000,51-0000,53-0000,55-0000
110000,302800,21500,0,0,21400,0,0,0,0,0,0,3000,0,31400,0,10200,66000,858700,7900,35000,23100,78700,0
111000,173300,7000,200,2400,4800,0,0,1400,1500,400,0,1300,1300,21300,200,7400,39900,477500,5500,18900,7200,36300,0
112000,110600,5700,0,0,4100,300,0,0,1200,400,1300,1200,1400,3800,8400,1700,12000,285700,700,9700,8500,15900,0
113000,1500,200,0,0,2600,0,0,0,0,0,0,100,0,1700,0,100,5800,38400,300,3900,1600,10600,0
1131-2,800,0,0,0,2100,0,0,300,0,0,0,0,0,1500,0,0,1700,6600,0,2000,600,300,0
113300,800,200,0,0,500,0,0,0,0,0,0,100,0,200,0,100,4100,31700,300,2000,1000,10300,0
114000,1500,1600,0,0,0,0,200,0,0,0,0,100,0,0,0,0,200,10900,300,0,1300,3500,0
115000,15900,6900,1000,0,9900,0,0,900,200,200,0,400,0,4600,18300,1000,8100,46200,1100,2500,4400,12400,0
210000,35400,34300,10600,37400,19500,0,6000,0,900,4500,0,1100,500,1300,100,11300,54600,100,219900,51900,47900,89000,0
211000,16300,24600,8500,22800,11400,0,5700,0,600,1700,0,200,300,400,0,3600,22000,0,28000,6800,11700,15100,0
212000,6900,2700,400,4400,2100,0,0,0,0,800,0,600,0,400,0,1300,12300,0,65900,25000,19200,38900,0
212100,1600,700,100,1300,100,0,0,0,0,400,0,200,0,100,0,100,2000,0,23700,7000,2600,10400,0
212200,1200,900,100,2300,1300,0,0,0,0,200,0,200,0,100,0,0,1200,0,13800,8500,4700,4500,0
212300,4200,1100,200,800,600,0,0,0,0,200,0,100,0,200,0,1200,9100,0,28400,9500,11900,24000,0
213000,12100,7000,1700,10200,6100,0,300,0,100,2000,0,300,200,500,0,6300,20200,0,126000,20000,16900,35000,0
220000,39200,45100,21200,52500,9200,0,1600,200,2300,2500,0,5700,0,2800,0,9700,98000,800,29600,144800,82700,8400,0
221000,39200,45100,21200,52500,9200,0,1600,200,2300,2500,0,5700,0,2800,0,9700,98000,800,29600,144800,82700,8400,0
221100,28000,29600,15200,43600,8100,0,1100,200,1900,2100,0,5500,0,2300,0,5500,61100,0,13300,117600,53000,5100,0
221110,11200,12200,4200,19700,6800,0,400,100,600,1300,0,4900,0,300,0,1500,14200,0,5900,34600,38300,2800,0
221111,300,400,100,400,100,0,0,0,0,0,0,0,0,0,0,0,700,0,100,1600,2400,0,0
221112,6200,7700,3000,7700,1500,0,300,0,300,500,0,300,0,200,0,1100,10200,0,4000,25300,24600,2200,0
221113,3300,3100,800,10700,5200,0,0,0,200,600,0,4600,0,100,0,0,2300,0,1200,4700,8800,500,0
221114,500,500,100,400,0,0,100,0,0,0,0,0,0,0,0,200,300,0,400,300,0,0,0
221115,500,300,100,200,0,0,100,0,0,100,0,0,0,0,0,100,600,0,0,1900,800,0,0
221116,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,300,500,0,0
221117,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,200,900,0,0
221118,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,300,200,0,0
221200,7900,14300,5600,8000,500,0,500,0,300,300,0,100,0,100,0,3700,24500,0,10900,21400,12500,1900,0
221300,3200,1200,300,1000,700,0,0,0,0,100,0,0,0,400,0,500,12400,700,5400,5800,17200,1300,0
230000,412700,228800,15400,84600,1100,100,1300,100,9000,8000,0,5200,1000,35800,800,144900,652900,900,4188700,589000,114000,216700,0
236000,164800,78600,4900,37400,600,100,800,0,4000,3000,0,400,100,12400,0,40000,173000,100,900300,30300,18000,21300,0
236100,66500,32000,1500,7200,0,100,400,0,3000,200,0,100,0,9200,0,32400,97900,0,465100,10500,3200,6300,0
236200,98300,46600,3400,30200,600,0,400,0,1000,2800,0,300,100,3200,0,7600,75000,100,435300,19700,14800,15000,0
237000,61300,27400,2700,17900,300,0,300,0,300,2100,0,2900,800,5100,600,9600,70100,500,537100,103400,29400,72400,0
237100,28100,11500,1800,7200,100,0,100,0,100,1200,0,900,0,1500,0,3700,34700,100,257399,83800,18100,25700,0
237130,11500,4200,1500,3100,0,0,0,0,0,400,0,400,0,200,0,1600,12900,0,58700,68600,1400,6300,0
237200,8700,3700,300,800,0,0,200,0,200,0,0,600,700,2100,600,3200,8400,100,6900,1900,0,600,0
237300,18100,8400,400,5800,100,0,0,0,0,400,0,1300,0,900,0,1600,19300,0,212200,11900,4600,36300,0
237900,6400,3700,200,4100,0,0,0,0,0,500,0,200,0,600,0,1000,7700,200,60600,5800,6700,9800,0
238000,186600,122700,7800,29300,200,0,200,0,4600,3000,0,1900,0,18300,100,95300,409900,300,2751200,455400,66600,123000,0
238100,34200,23600,300,3000,0,0,0,0,100,600,0,100,0,1400,0,14200,64500,0,657300,10000,23600,14500,0
238110,7600,4100,0,700,0,0,0,0,0,200,0,0,0,400,0,1400,12100,0,175000,2100,400,5200,0
238140,4500,3000,0,200,0,0,0,0,0,0,0,0,0,300,0,1200,9000,0,126100,900,700,2400,0
238160,9300,7200,100,200,0,0,0,0,0,200,0,0,0,200,0,4900,17100,0,144100,2000,300,2100,0
238200,94500,59500,7000,22800,100,0,200,0,2800,1500,0,500,0,8800,0,46500,223100,0,1117400,396700,16100,23500,0
238210,41200,27200,4300,10600,0,0,0,0,2000,700,0,300,0,1200,0,13800,80700,0,565800,102800,2400,7700,0
238220,46300,29000,2000,10800,0,0,100,0,700,600,0,100,0,7400,0,27100,129000,0,488700,261000,9300,12100,0
238290,7000,3300,600,1400,0,0,0,0,100,200,0,0,0,200,0,5600,13400,0,62800,32900,4400,3800,0
238300,30200,24100,300,1200,0,0,0,0,1200,300,0,0,0,1700,0,23100,68400,0,575100,19700,17800,9800,0
238310,7800,7200,100,200,0,0,0,0,0,100,0,0,0,100,0,3100,13700,0,199400,1100,400,1900,0
238320,6500,5200,0,100,0,0,0,0,0,200,0,0,0,400,0,1800,14400,0,166500,1000,1200,600,0
238900,27800,15600,200,2300,100,0,0,0,400,600,0,1300,0,6400,0,11500,54000,200,401400,29100,9100,75200,0
31-330,701600,475700,288800,795400,119100,300,6500,700,82900,24800,1000,14500,57300,66300,2300,393700,1123700,33000,189100,621400,6377100,973200,0
311000,52500,30000,5000,9400,16000,100,200,0,2100,3100,0,2000,38600,22900,300,62300,110400,18600,4400,91600,832500,252000,0
311100,3300,1700,0,300,1000,0,0,0,100,200,0,100,0,600,100,2500,7100,600,100,3900,25000,10900,0
311200,3000,2300,500,1100,1700,0,0,0,100,100,0,0,0,900,0,700,4500,500,400,5500,30300,8100,0
311300,3800,2000,400,1000,1100,0,0,0,200,100,0,100,900,1000,0,7800,5900,100,500,5800,33300,12500,0
311400,6600,4000,400,1300,2400,0,0,0,100,400,0,200,1600,3200,0,2300,12300,4200,900,14900,88500,29800,0
311500,5700,3300,800,1100,3100,0,0,0,300,300,0,300,2600,1600,0,4500,12200,600,300,10600,67200,26200,0
311600,8200,5300,600,900,1700,100,0,0,200,1500,0,800,700,5200,0,3700,26600,9200,1200,26400,324700,77400,0
311700,1400,500,0,100,100,0,0,0,0,0,0,100,600,900,0,800,2400,1400,100,1900,23400,5900,0
311800,10200,5000,900,700,800,0,100,0,600,200,0,100,23100,6300,0,34200,20000,0,200,11100,148900,41400,0
311900,10400,6000,1100,2900,4200,0,0,0,500,300,0,200,9200,3200,0,5700,19300,1900,600,11600,91100,39700,0
312000,12800,7000,1200,1700,1700,0,0,0,5400,100,0,300,17200,2300,1200,33700,23400,6800,1400,16200,75600,38000,0
312100,11900,6700,1100,1500,1600,0,0,0,5400,100,0,300,17200,2200,1200,33300,22400,6800,800,14900,69000,36500,0
312200,800,300,100,200,100,0,0,0,0,0,0,0,0,100,0,400,1000,0,600,1300,6600,1400,0
313-40,8900,3900,1000,2500,700,0,0,0,2400,100,0,100,0,900,0,6800,24600,0,1700,13400,147600,14300,0
313000,4200,1900,500,1600,600,0,0,0,700,100,0,100,0,500,0,2000,10200,0,700,9200,75200,6400,0
314000,4700,2000,500,900,100,0,0,0,1700,100,0,0,0,400,0,4900,14300,0,1000,4200,72400,7900,0
315-60,7400,3800,1100,600,0,0,0,0,5100,0,0,100,0,800,0,6100,19000,0,0,3000,105600,8000,0
315000,5900,2800,700,300,0,0,0,0,4200,0,0,100,0,700,0,4800,15800,0,0,2300,87100,6500,0
316000,1400,1000,400,300,0,0,0,0,500,0,0,0,0,200,0,1200,3200,0,0,700,18600,1500,0
321000,13300,6200,800,4700,800,0,0,0,700,300,0,800,0,2200,0,10800,27500,6500,18100,18700,211700,69100,0
321100,2700,1100,100,200,600,0,0,0,0,100,0,500,0,700,0,1600,5400,5200,1300,6900,40200,25000,0
321200,2700,1600,200,1900,100,0,0,0,200,100,0,200,0,500,0,2100,4400,500,3600,5000,41400,14200,0
321900,7900,3500,500,2500,100,0,0,0,500,100,0,200,0,900,0,7100,17700,800,13200,6800,130100,29900,0
322000,17200,9400,2300,9000,900,0,100,0,2900,700,0,300,0,1400,0,10500,33500,400,2900,32200,200600,46600,0
322100,4200,2400,800,4200,400,0,0,0,100,300,0,200,0,400,0,800,6500,400,2000,16500,51200,9500,0
322200,12900,7100,1500,4800,400,0,0,0,2900,400,0,100,0,1000,0,9700,27000,0,800,15700,149400,37000,0
323000,23200,12200,5900,1100,100,0,0,0,19900,100,0,100,0,1500,0,26700,81300,0,400,7500,233100,33300,0
324000,6200,5300,1200,10800,4400,0,0,0,100,800,0,200,0,100,0,1900,7600,0,7900,10300,47300,7400,0
325000,72100,47600,17100,47900,76800,0,1300,0,2800,5900,300,1300,200,3800,100,22200,78500,300,4000,52200,329000,47800,0
325100,10200,7000,1400,12200,11700,0,100,0,100,1200,0,200,0,400,0,2900,11000,0,1500,14700,61700,11400,0
325200,5800,4800,1500,8700,4900,0,100,0,200,700,0,100,0,100,0,2100,6400,0,900,8500,44700,3200,0
325300,2500,1200,200,1500,1500,0,0,0,0,200,0,0,0,100,0,1200,3700,200,400,3600,14900,4700,0
325400,34300,23300,10300,17600,45800,0,900,0,1700,3000,300,700,200,2100,100,4600,24900,100,600,12500,94300,9800,0
325500,4900,2700,600,1800,5100,0,0,0,100,200,0,100,0,200,0,3600,8200,0,100,2600,28000,4000,0
325600,8400,5400,1500,2300,4600,0,100,0,500,300,0,0,0,600,0,3800,14600,0,300,6000,47000,10100,0
325900,5900,3400,1500,3800,3300,0,0,0,200,300,0,100,0,300,0,3900,9800,0,300,4300,38500,4500,0
326000,33700,18000,4700,24200,1800,0,100,0,1400,700,0,400,0,3000,0,15900,61000,0,3100,42500,425300,62900,0
326100,28300,15000,3700,18900,1300,0,0,0,1300,500,0,300,0,2600,0,13400,51900,0,2100,32400,336500,57400,0
326200,5400,3000,1100,5300,600,0,0,0,100,200,0,0,0,400,0,2500,9100,0,900,10100,88800,5600,0
327000,18500,7700,1400,9000,700,0,0,0,1700,500,0,200,0,1400,100,13900,35300,0,22300,25700,164700,104200,0
327100,1900,800,200,1300,0,0,0,0,600,100,0,100,0,300,0,1500,3500,0,300,2600,22200,4200,0
327200,3400,1900,400,2400,100,0,0,0,700,100,0,0,0,300,0,2000,7300,0,1500,6600,47400,11700,0
327300,8600,2800,300,2000,200,0,0,0,100,200,0,100,0,600,0,6500,16200,0,13100,11500,49200,79900,0
"3274,9",4500,2300,500,3300,300,0,0,0,300,200,0,0,0,200,0,4000,8300,0,7300,5000,46000,8400,0
327400,700,300,0,300,0,0,0,0,0,0,0,0,0,0,0,300,1000,0,1100,1500,7400,1700,0
327900,3900,2000,400,2900,300,0,0,0,300,100,0,0,0,200,0,3700,7300,0,6200,3500,38600,6700,0
331000,16500,8600,2500,16700,1500,0,0,0,200,1400,0,800,0,1500,0,6400,26100,0,7800,38400,219100,30400,0
331100,3200,2000,700,4700,600,0,0,0,0,400,0,300,0,100,0,1100,5100,0,3900,12900,39300,9300,0
331200,2800,1300,300,1800,0,0,0,0,0,100,0,100,0,200,0,1600,4900,0,800,4500,31000,6500,0
331300,2300,1300,300,2100,200,0,0,0,0,300,0,100,0,200,0,900,4100,0,1400,6900,32299,6900,0
331400,3300,1800,500,2800,500,0,0,0,0,300,0,200,0,200,0,1500,5100,0,800,5300,35900,3200,0
331500,4900,2200,600,5200,100,0,0,0,100,300,0,100,0,700,0,1300,7000,0,800,8900,80600,4500,0
332000,80600,42700,10100,58400,1500,0,200,0,1900,1500,0,2100,0,7600,100,35800,144800,0,41000,51400,871300,72800,0
332100,5700,2600,700,4500,100,0,0,0,100,100,0,0,0,500,0,1800,8500,0,900,4700,63200,4700,0
332200,2300,1100,400,1700,0,0,0,0,200,0,0,0,0,200,0,1200,4900,0,200,1100,23100,2000,0
332300,19700,13600,2100,14700,100,0,0,0,400,400,0,100,0,1600,0,11500,37100,0,27700,10300,206900,21200,0
332400,5000,2800,500,5200,0,0,0,0,100,200,0,0,0,400,0,1900,7400,0,3400,6500,53100,5600,0
332500,2300,1200,600,1200,0,0,0,0,100,0,0,0,0,0,0,1100,3000,0,100,700,13500,1300,0
332600,2500,1200,400,1100,0,0,0,0,100,0,0,0,0,100,0,1900,5100,0,300,1700,26100,2400,0
332700,19200,8300,1500,9800,100,0,0,0,200,100,0,0,0,2500,0,6600,37300,0,1400,9800,246300,9500,0
332710,15100,6600,1200,7000,100,0,0,0,100,100,0,0,0,2100,0,4800,28500,0,1200,7600,192600,6600,0
332720,4100,1800,400,2800,0,0,0,0,100,0,0,0,0,400,0,1800,8700,0,100,2200,53600,2900,0
332800,7700,2100,400,2000,500,0,0,0,200,100,0,0,0,700,0,2300,13200,0,400,5000,88300,13400,0
332900,16200,9800,3500,18100,600,0,100,0,600,500,0,1800,0,1600,0,7500,28400,0,6700,11600,150800,12700,0
333000,71500,49100,21700,109400,1600,0,600,0,4600,1300,0,400,100,4400,0,39500,107200,200,13500,48300,569200,37500,0
333100,11900,10900,3800,18800,700,0,200,0,900,400,0,100,0,900,0,7400,18300,200,4000,9900,108800,11100,0
333200,10300,6300,3200,16900,200,0,100,0,800,0,0,0,0,400,0,5300,12500,0,1000,5000,48900,2700,0
333300,7700,5700,5300,9800,200,0,100,0,500,100,0,100,0,300,0,3900,10000,0,700,3400,39100,3000,0
333400,6700,4400,1600,9800,100,0,100,0,400,200,0,0,0,400,0,4300,11600,0,3500,5600,74000,6000,0
333500,10700,5000,1900,13000,0,0,0,0,700,100,0,0,0,1400,0,5500,17500,0,600,5800,114300,3700,0
333600,6300,5100,1900,13600,100,0,0,0,200,200,0,0,0,200,0,2000,8400,0,600,5200,52900,2400,0
333900,17900,11700,4200,27500,300,0,100,0,1200,300,0,100,0,900,0,11000,29000,0,3100,13400,131200,8400,0
334000,109500,84600,137100,228500,4600,0,2400,100,8000,1000,0,1100,100,2400,0,36400,93000,0,1300,27400,296600,14000,0
334100,19300,19100,53100,26400,100,0,700,0,1300,0,0,0,0,200,0,7300,11800,0,0,2400,20900,1500,0
334200,9700,6600,13100,16600,100,0,200,0,900,0,0,100,0,200,0,4200,9300,0,300,2000,21000,1200,0
334300,2300,1500,2100,3000,0,0,100,0,300,0,0,0,0,100,0,1000,2900,0,0,400,5900,200,0
334400,31500,21700,23300,95100,900,0,700,0,1700,300,0,300,0,900,0,9600,27700,0,200,9800,138000,5400,0
334500,45100,34500,44000,85100,3500,0,800,0,2900,600,0,600,0,1100,0,13500,39000,0,800,12300,107200,4800,0
334600,1400,1100,1600,2400,0,0,0,0,800,0,0,0,0,0,0,800,2400,0,0,500,3600,800,0
335000,25700,17600,7800,40000,600,0,200,100,1600,400,0,100,0,1300,0,12900,36000,0,2000,14900,202100,20000,0
335100,3300,2400,800,3400,0,0,0,0,400,0,0,0,0,200,0,2500,6700,0,200,2100,23000,3000,0
335200,2700,3100,700,4100,0,0,100,0,500,100,0,0,0,100,0,900,4800,0,400,2600,37400,6500,0
335300,10200,6700,3900,20100,100,0,100,0,400,100,0,0,0,400,0,4900,11800,0,1000,4800,71200,3600,0
335900,9600,5400,2300,12400,500,0,100,0,300,100,0,0,0,700,0,4600,12700,0,400,5400,70600,6900,0
336000,74600,87400,54200,180400,2000,0,600,200,6400,2600,0,3700,100,4700,0,16700,94100,0,41100,102000,893500,60800,0
336100,5100,4600,0,10400,0,0,0,0,100,300,0,0,0,100,0,500,3100,0,5900,10900,160300,5100,0
336200,5000,3200,900,4500,0,0,0,0,500,100,0,100,0,600,0,3900,10100,0,3500,7800,102300,8600,0
336300,25100,17800,5500,45400,600,0,100,0,2000,600,0,400,0,1600,0,6400,34400,0,5900,32400,372100,29700,0
336400,31000,54400,43900,102000,900,0,500,100,2600,1000,0,2500,0,1900,0,3900,32299,0,4100,38000,161600,8500,0
336500,1200,800,300,2000,0,0,0,0,100,100,0,0,0,100,0,300,1600,0,400,2200,16000,1200,0
336600,5300,5100,1300,13900,0,0,0,0,400,400,0,600,0,400,0,800,9700,0,21100,9200,61600,4800,0
336900,1800,1400,400,2300,0,0,0,0,200,0,0,0,0,100,0,1000,2900,0,300,1500,19700,2800,0
337000,16400,9400,2800,8600,0,0,0,0,2800,100,0,100,100,1700,100,11200,39000,0,12300,7600,247400,29400,0
337100,8600,4700,1300,4100,0,0,0,0,1600,100,0,100,0,1100,0,6400,22900,0,8400,4400,161800,19400,0
337110,4100,2100,400,1800,0,0,0,0,700,0,0,0,0,500,0,3300,10400,0,6500,1900,76300,6800,0
337120,4400,2500,800,2300,0,0,0,0,900,0,0,100,0,600,0,3100,12500,0,1900,2500,85500,12600,0
337200,6200,3900,1200,4300,0,0,0,0,1100,100,0,0,0,400,0,2900,11300,0,3500,2100,62900,6800,0
337900,1600,800,300,200,0,0,0,0,100,0,0,0,0,200,0,1800,4800,0,300,1100,22700,3200,0
339000,41000,25000,11000,32299,3300,100,500,100,12900,4200,600,500,200,2400,0,24000,81500,0,3900,18000,304700,24800,0
339100,23000,15300,6200,24100,2800,100,400,100,1500,4000,600,200,200,1300,0,8600,41500,0,200,7500,158900,11700,0
